Unnamed: 0,Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
81489,55.0,Female,Miami,6.0,48.14,240.0,0.0
45479,39.0,Male,Miami,4.0,47.36,150.0,0.0
98775,42.0,Male,Houston,3.0,54.81,268.0,0.0
82670,31.0,Female,New York,7.0,44.43,136.0,0.0
61331,69.0,Female,Miami,17.0,54.37,57.0,1.0
82422,35.0,Female,Miami,21.0,73.27,331.0,0.0
2503,33.0,Female,Los Angeles,7.0,44.23,346.0,1.0
57079,53.0,Female,Los Angeles,7.0,33.22,454.0,1.0
87997,44.0,Female,Los Angeles,7.0,40.77,346.0,1.0
91605,41.0,Female,New York,22.0,75.21,302.0,1.0
14048,28.0,Male,Chicago,7.0,68.04,450.0,0.0
2632,44.0,Male,Chicago,24.0,37.55,415.0,0.0
61533,43.0,Male,Miami,24.0,45.34,453.0,0.0
75205,52.0,Female,Los Angeles,18.0,91.06,439.0,0.0
19237,69.0,Male,Houston,5.0,99.35,92.0,1.0
78318,37.0,Male,Chicago,13.0,70.48,430.0,0.0
41001,52.0,Male,Chicago,8.0,91.76,258.0,0.0
13832,53.0,Female,Chicago,12.0,56.65,318.0,1.0
76125,35.0,Male,New York,8.0,82.89,343.0,0.0
88757,70.0,Male,Miami,17.0,43.93,427.0,1.0
85749,24.0,Male,Los Angeles,3.0,64.16,455.0,0.0
61121,48.0,Male,Chicago,4.0,87.58,158.0,0.0
55034,52.0,Male,Miami,14.0,89.62,358.0,0.0
68650,62.0,Female,Miami,13.0,89.31,273.0,1.0
42799,23.0,Female,Houston,8.0,56.17,493.0,0.0
94230,63.0,Female,Chicago,11.0,33.6,466.0,1.0
58940,70.0,Female,Chicago,13.0,30.53,329.0,0.0
59195,43.0,Male,Chicago,10.0,56.86,410.0,0.0
87608,51.0,Male,Chicago,22.0,88.1,386.0,0.0
86857,42.0,Female,New York,12.0,97.7,105.0,0.0
35538,65.0,Female,Los Angeles,18.0,77.97,441.0,0.0
13645,27.0,Male,New York,12.0,85.6,297.0,1.0
36888,68.0,Male,Los Angeles,22.0,95.55,327.0,0.0
47684,35.0,Female,Los Angeles,12.0,61.2,330.0,1.0
58143,18.0,Female,Miami,17.0,72.68,349.0,0.0
41679,40.0,Female,Miami,9.0,77.73,334.0,0.0
99000,63.0,Male,Chicago,7.0,98.93,369.0,1.0
89442,41.0,Male,Houston,2.0,50.67,84.0,0.0
16766,41.0,Male,Los Angeles,1.0,74.85,301.0,1.0
23837,19.0,Male,New York,21.0,86.79,204.0,0.0
59333,19.0,Female,Miami,10.0,46.41,356.0,0.0
15041,51.0,Female,New York,5.0,98.19,234.0,0.0
77305,60.0,Female,Houston,11.0,59.14,236.0,0.0
41410,70.0,Female,Chicago,16.0,60.73,382.0,0.0
2974,42.0,Male,Miami,15.0,85.7,248.0,0.0
39687,37.0,Male,Houston,2.0,34.52,342.0,0.0
22840,58.0,Female,Houston,6.0,95.87,398.0,0.0
66855,36.0,Male,Los Angeles,4.0,94.37,70.0,1.0
51213,36.0,Male,New York,11.0,83.58,115.0,0.0
24817,62.0,Female,New York,3.0,88.51,283.0,1.0
7495,49.0,Male,Los Angeles,14.0,74.81,349.0,1.0
41450,42.0,Male,New York,20.0,75.48,497.0,1.0
80578,37.0,Female,Miami,23.0,95.94,53.0,0.0
92020,27.0,Female,Los Angeles,15.0,90.31,157.0,0.0
63209,31.0,Male,Chicago,11.0,32.41,105.0,1.0
18071,27.0,Male,Los Angeles,24.0,57.69,338.0,0.0
38787,59.0,Male,Miami,7.0,96.69,374.0,1.0
85968,36.0,Female,Miami,3.0,67.01,410.0,1.0
53838,70.0,Male,Miami,16.0,60.45,439.0,1.0
40608,34.0,Male,Miami,22.0,60.77,379.0,0.0
95681,60.0,Female,Chicago,19.0,47.47,67.0,1.0
55427,50.0,Male,Chicago,6.0,36.32,363.0,1.0
33450,70.0,Male,Chicago,23.0,57.76,322.0,1.0
49777,40.0,Male,Miami,1.0,57.85,123.0,0.0
58879,62.0,Male,Miami,24.0,30.51,157.0,0.0
13014,34.0,Female,Houston,11.0,89.78,371.0,0.0
77735,52.0,Female,Chicago,18.0,62.4,232.0,0.0
79779,53.0,Female,Miami,3.0,43.34,272.0,0.0
57988,65.0,Male,Los Angeles,7.0,74.85,112.0,0.0
29592,18.0,Male,Chicago,14.0,43.34,182.0,1.0
8031,25.0,Female,Houston,16.0,50.97,56.0,1.0
72800,25.0,Female,Houston,16.0,86.42,413.0,1.0
6394,57.0,Female,Miami,1.0,91.69,296.0,0.0
75765,39.0,Male,Houston,21.0,52.18,286.0,0.0
44961,70.0,Male,New York,4.0,86.44,66.0,1.0
51177,37.0,Male,Miami,22.0,99.62,184.0,1.0
69919,33.0,Female,New York,2.0,38.76,283.0,1.0
98466,37.0,Female,New York,2.0,52.04,241.0,0.0
16673,69.0,Female,Miami,11.0,78.26,280.0,0.0
2271,34.0,Male,Los Angeles,15.0,40.37,283.0,1.0
83387,23.0,Male,New York,6.0,83.96,247.0,1.0
41312,58.0,Female,Chicago,10.0,74.16,486.0,1.0
93612,49.0,Female,New York,5.0,59.99,240.0,0.0
59456,26.0,Female,Los Angeles,5.0,94.15,326.0,0.0
50410,64.0,Male,Los Angeles,13.0,98.98,482.0,1.0
17914,30.0,Female,Miami,16.0,91.47,298.0,0.0
71592,45.0,Male,Los Angeles,5.0,67.62,280.0,0.0
92815,26.0,Male,Miami,8.0,99.78,270.0,1.0
74058,29.0,Male,New York,3.0,54.13,477.0,1.0
70992,23.0,Male,Los Angeles,13.0,65.61,260.0,0.0
7867,20.0,Male,Los Angeles,16.0,97.59,195.0,1.0
69856,62.0,Female,New York,13.0,43.16,255.0,0.0
44358,51.0,Female,Houston,12.0,93.11,167.0,0.0
68696,48.0,Female,Los Angeles,14.0,89.61,192.0,0.0
38908,46.0,Female,Houston,9.0,47.81,127.0,1.0
5057,45.0,Male,Miami,6.0,99.16,243.0,0.0
53105,22.0,Male,Miami,15.0,47.47,94.0,1.0
74433,46.0,Male,Houston,18.0,74.63,57.0,0.0
79983,49.0,Female,Los Angeles,13.0,54.77,358.0,1.0
80326,29.0,Female,Miami,23.0,90.95,268.0,0.0
63962,48.0,Male,New York,16.0,72.91,149.0,0.0
65841,62.0,Male,Houston,5.0,84.73,310.0,0.0
42884,20.0,Male,Miami,23.0,59.05,499.0,1.0
86257,33.0,Male,Los Angeles,8.0,88.19,207.0,1.0
47510,31.0,Male,Miami,21.0,98.45,480.0,0.0
78868,61.0,Male,Houston,1.0,84.54,369.0,0.0
18501,18.0,Male,Houston,12.0,98.98,239.0,1.0
3091,56.0,Male,Los Angeles,18.0,65.21,489.0,0.0
42744,26.0,Male,Miami,17.0,36.74,52.0,1.0
20028,45.0,Male,Chicago,22.0,99.36,204.0,0.0
60384,47.0,Female,Miami,4.0,66.34,204.0,1.0
66620,55.0,Male,Miami,22.0,50.19,122.0,1.0
78113,61.0,Male,Los Angeles,20.0,49.99,498.0,1.0
98417,25.0,Male,Houston,3.0,56.18,254.0,0.0
73192,43.0,Male,Miami,13.0,97.91,54.0,1.0
68510,44.0,Female,Houston,13.0,97.66,182.0,1.0
916,64.0,Female,Houston,24.0,41.93,88.0,0.0
4621,28.0,Female,Chicago,20.0,32.24,167.0,1.0
18,31.0,Male,Miami,23.0,63.4,236.0,0.0
87274,24.0,Female,New York,3.0,32.77,406.0,0.0
22841,37.0,Female,Chicago,19.0,82.17,205.0,1.0
20732,31.0,Female,New York,10.0,93.59,430.0,1.0
40111,61.0,Female,Houston,7.0,84.85,275.0,0.0
70983,24.0,Female,Houston,13.0,88.2,455.0,1.0
85556,47.0,Female,New York,3.0,30.17,374.0,0.0
48737,66.0,Male,New York,24.0,49.15,268.0,1.0
40415,35.0,Male,Miami,13.0,88.89,88.0,1.0
57276,27.0,Female,New York,3.0,45.97,58.0,0.0
80878,19.0,Male,Miami,9.0,92.92,454.0,0.0
34169,61.0,Female,Chicago,13.0,74.3,382.0,0.0
40068,60.0,Male,Los Angeles,7.0,82.46,435.0,1.0
42534,30.0,Female,Chicago,22.0,82.95,305.0,0.0
21410,27.0,Female,Houston,13.0,63.67,121.0,1.0
93849,20.0,Female,Miami,21.0,83.96,101.0,1.0
48734,20.0,Female,Los Angeles,14.0,81.59,402.0,1.0
42987,70.0,Male,Miami,11.0,60.73,236.0,1.0
84266,52.0,Male,Los Angeles,15.0,97.24,485.0,1.0
55387,24.0,Female,New York,4.0,69.52,417.0,1.0
85537,58.0,Female,Los Angeles,19.0,63.46,185.0,0.0
74286,27.0,Male,Houston,18.0,31.64,263.0,1.0
84664,19.0,Female,Miami,23.0,69.06,84.0,0.0
99264,38.0,Female,New York,7.0,78.4,383.0,1.0
67478,51.0,Male,Miami,14.0,87.33,351.0,1.0
72621,19.0,Female,Los Angeles,7.0,30.11,119.0,1.0
36807,24.0,Male,Houston,23.0,36.63,262.0,0.0
97263,54.0,Male,Miami,15.0,55.75,397.0,0.0
98686,59.0,Male,Miami,9.0,89.67,64.0,1.0
89599,48.0,Male,Miami,7.0,55.68,394.0,0.0
66867,62.0,Female,Los Angeles,13.0,67.54,298.0,0.0
24572,39.0,Male,Miami,8.0,35.31,179.0,0.0
90798,54.0,Male,Houston,22.0,47.77,437.0,1.0
54496,69.0,Male,Chicago,13.0,99.77,298.0,0.0
17027,26.0,Male,Miami,2.0,74.32,189.0,0.0
15001,38.0,Female,Los Angeles,8.0,47.97,65.0,1.0
22102,30.0,Male,New York,20.0,78.9,500.0,1.0
42735,36.0,Female,New York,24.0,75.0,77.0,0.0
32452,54.0,Female,Chicago,15.0,71.25,334.0,1.0
53803,48.0,Male,Los Angeles,18.0,73.94,293.0,0.0
64229,27.0,Male,Houston,15.0,58.7,276.0,1.0
47774,45.0,Female,Los Angeles,10.0,54.66,59.0,0.0
44154,53.0,Female,Miami,3.0,37.56,102.0,0.0
37380,26.0,Female,Chicago,2.0,63.45,417.0,1.0
19634,63.0,Female,New York,21.0,86.89,62.0,0.0
65492,19.0,Male,Chicago,1.0,49.39,157.0,0.0
25832,59.0,Female,Miami,18.0,92.67,297.0,0.0
80648,61.0,Male,New York,1.0,94.14,150.0,0.0
98804,54.0,Male,Chicago,23.0,31.88,407.0,0.0
72045,55.0,Female,New York,24.0,93.1,479.0,0.0
89641,40.0,Male,Chicago,12.0,88.6,494.0,0.0
21521,44.0,Male,Los Angeles,23.0,94.69,483.0,0.0
40560,34.0,Male,Miami,15.0,82.73,317.0,1.0
7002,68.0,Male,Miami,17.0,51.67,56.0,0.0
8934,29.0,Female,Los Angeles,23.0,53.78,450.0,0.0
70396,55.0,Female,Los Angeles,15.0,94.52,318.0,1.0
75194,33.0,Female,New York,3.0,46.53,337.0,1.0
85129,55.0,Female,Houston,3.0,59.68,490.0,0.0
56106,63.0,Female,Los Angeles,24.0,30.09,107.0,1.0
34137,59.0,Female,Houston,24.0,89.11,89.0,1.0
60310,60.0,Male,Chicago,6.0,81.19,464.0,1.0
66883,46.0,Male,New York,9.0,44.32,212.0,0.0
89999,21.0,Male,Miami,23.0,45.82,341.0,1.0
74458,40.0,Male,Los Angeles,2.0,58.43,79.0,0.0
63228,22.0,Female,Los Angeles,22.0,86.33,251.0,1.0
80692,37.0,Male,Houston,10.0,69.12,284.0,1.0
25444,25.0,Female,Chicago,19.0,94.06,94.0,0.0
25118,61.0,Male,Chicago,11.0,32.99,393.0,0.0
20973,70.0,Female,Los Angeles,15.0,55.96,463.0,0.0
68109,60.0,Female,Houston,4.0,75.24,365.0,1.0
69838,66.0,Female,Houston,5.0,32.44,464.0,0.0
47261,52.0,Male,Miami,4.0,72.18,454.0,1.0
87498,61.0,Male,Houston,23.0,91.73,168.0,1.0
7645,31.0,Female,Los Angeles,22.0,43.97,242.0,1.0
92810,29.0,Male,Miami,6.0,65.02,151.0,0.0
28944,67.0,Female,Chicago,4.0,98.08,302.0,0.0
29633,61.0,Male,Miami,19.0,71.23,124.0,0.0
39949,68.0,Female,Chicago,20.0,38.07,228.0,1.0
15473,51.0,Female,New York,3.0,43.11,330.0,0.0
62832,21.0,Male,New York,18.0,84.54,430.0,0.0
15558,35.0,Male,New York,15.0,77.95,389.0,0.0
2389,70.0,Female,Chicago,5.0,67.09,284.0,0.0
18952,20.0,Female,Miami,21.0,45.72,387.0,0.0
15639,35.0,Female,Los Angeles,13.0,99.33,248.0,0.0
56922,39.0,Female,Los Angeles,10.0,93.05,347.0,1.0
8621,43.0,Female,New York,7.0,59.5,185.0,0.0
31037,19.0,Female,New York,19.0,89.94,387.0,0.0
367,64.0,Female,New York,2.0,61.34,446.0,0.0
95500,45.0,Male,Los Angeles,17.0,63.3,474.0,1.0
76408,19.0,Female,New York,17.0,59.8,498.0,0.0
35216,52.0,Female,Houston,20.0,50.96,224.0,1.0
99803,57.0,Female,Los Angeles,23.0,65.95,474.0,0.0
75944,20.0,Female,New York,18.0,92.45,284.0,1.0
92754,57.0,Female,Houston,7.0,42.27,435.0,0.0
40300,52.0,Female,Houston,1.0,92.14,262.0,0.0
9697,33.0,Male,New York,12.0,73.55,300.0,1.0
92138,70.0,Male,Houston,21.0,54.76,73.0,0.0
79360,42.0,Female,New York,3.0,56.72,58.0,1.0
95410,34.0,Male,Los Angeles,14.0,50.0,386.0,1.0
7127,50.0,Male,Miami,24.0,57.04,308.0,0.0
65224,66.0,Female,Miami,2.0,43.3,457.0,0.0
49356,30.0,Female,Miami,8.0,96.33,462.0,1.0
76717,44.0,Female,New York,21.0,71.54,326.0,0.0
71021,40.0,Male,Los Angeles,20.0,73.64,167.0,0.0
46367,70.0,Female,Los Angeles,16.0,74.0,287.0,1.0
57663,63.0,Male,Chicago,23.0,85.83,352.0,1.0
69824,65.0,Male,Chicago,12.0,55.35,370.0,0.0
84277,31.0,Male,Miami,21.0,50.55,429.0,1.0
21844,23.0,Male,New York,10.0,51.26,91.0,1.0
60107,27.0,Male,Los Angeles,5.0,79.99,398.0,1.0
90744,48.0,Female,Miami,12.0,51.6,332.0,1.0
77084,30.0,Male,Los Angeles,1.0,64.83,109.0,1.0
62087,21.0,Female,Chicago,1.0,74.51,335.0,1.0
3338,29.0,Male,Chicago,10.0,63.53,467.0,0.0
19374,18.0,Female,New York,23.0,96.21,207.0,1.0
74407,20.0,Male,Houston,9.0,88.66,480.0,0.0
65032,51.0,Male,Miami,4.0,54.49,242.0,0.0
56930,32.0,Male,Miami,18.0,80.69,319.0,1.0
30707,59.0,Female,Los Angeles,15.0,91.48,479.0,1.0
50568,27.0,Female,New York,24.0,41.41,264.0,1.0
7893,34.0,Female,Chicago,22.0,46.38,125.0,0.0
67999,52.0,Male,Miami,16.0,93.37,74.0,0.0
9998,44.0,Female,New York,22.0,90.92,325.0,0.0
22334,20.0,Female,Houston,5.0,50.39,67.0,0.0
2507,29.0,Male,Houston,24.0,95.62,165.0,0.0
50316,34.0,Female,Houston,4.0,71.31,442.0,1.0
72563,47.0,Female,New York,20.0,47.09,284.0,1.0
14665,59.0,Male,Los Angeles,10.0,98.77,55.0,0.0
29727,44.0,Male,Chicago,19.0,60.1,253.0,1.0
76413,43.0,Male,Miami,3.0,53.65,312.0,1.0
52359,62.0,Female,Los Angeles,10.0,79.28,294.0,0.0
20102,70.0,Female,Houston,23.0,98.48,117.0,1.0
56041,59.0,Female,Houston,23.0,72.88,284.0,0.0
94401,61.0,Male,Los Angeles,2.0,59.06,275.0,0.0
42400,27.0,Male,Miami,4.0,31.37,189.0,1.0
1019,51.0,Female,Houston,5.0,70.21,468.0,1.0
63662,31.0,Female,Los Angeles,5.0,81.63,173.0,1.0
4453,68.0,Male,New York,15.0,96.43,62.0,0.0
74281,53.0,Male,Miami,8.0,78.23,495.0,1.0
70173,20.0,Male,Chicago,14.0,51.14,447.0,1.0
57881,51.0,Male,Los Angeles,20.0,64.52,498.0,0.0
93918,61.0,Female,New York,12.0,43.83,217.0,1.0
71412,54.0,Female,New York,10.0,47.12,347.0,1.0
18897,20.0,Female,Miami,19.0,67.1,406.0,1.0
53988,35.0,Male,Chicago,23.0,81.89,343.0,1.0
77101,63.0,Male,Chicago,7.0,64.43,260.0,1.0
3487,50.0,Male,New York,14.0,47.21,326.0,0.0
45074,28.0,Male,Los Angeles,8.0,49.95,116.0,1.0
82565,23.0,Female,Chicago,21.0,75.48,129.0,1.0
65970,33.0,Male,New York,1.0,71.69,77.0,0.0
27467,60.0,Female,New York,6.0,71.74,462.0,0.0
54910,20.0,Male,New York,8.0,35.89,174.0,1.0
86461,52.0,Female,New York,15.0,98.28,171.0,1.0
22595,29.0,Male,Houston,21.0,89.03,323.0,1.0
1253,36.0,Female,Los Angeles,23.0,93.08,465.0,0.0
99313,57.0,Female,Houston,4.0,69.32,392.0,0.0
18167,45.0,Female,Chicago,10.0,44.45,125.0,0.0
78263,62.0,Male,Houston,12.0,61.83,384.0,1.0
48548,41.0,Female,Chicago,7.0,62.19,98.0,1.0
54296,42.0,Male,Los Angeles,5.0,76.74,477.0,0.0
47896,66.0,Female,Chicago,15.0,93.87,319.0,1.0
91980,36.0,Female,Chicago,2.0,84.97,117.0,1.0
24030,42.0,Female,Miami,18.0,89.49,108.0,0.0
69435,68.0,Male,Los Angeles,23.0,41.6,335.0,0.0
13074,33.0,Male,New York,8.0,67.73,153.0,0.0
84794,49.0,Female,Los Angeles,8.0,67.29,269.0,1.0
98183,54.0,Female,Los Angeles,1.0,71.0,386.0,1.0
51354,65.0,Female,Los Angeles,14.0,76.14,303.0,1.0
80390,23.0,Female,Miami,14.0,61.24,292.0,0.0
19509,49.0,Male,New York,13.0,85.96,71.0,1.0
46950,26.0,Female,New York,23.0,75.01,352.0,0.0
37173,52.0,Female,Chicago,1.0,86.84,413.0,0.0
91489,48.0,Female,Los Angeles,13.0,94.65,156.0,1.0
60965,70.0,Female,Los Angeles,2.0,46.44,52.0,1.0
87795,32.0,Male,New York,17.0,96.73,495.0,1.0
56754,46.0,Male,Los Angeles,21.0,46.73,458.0,0.0
67486,52.0,Male,Chicago,10.0,66.08,387.0,0.0
96948,50.0,Male,Houston,19.0,79.28,325.0,1.0
18922,48.0,Female,Los Angeles,6.0,98.24,352.0,0.0
44982,39.0,Female,Chicago,18.0,87.8,280.0,1.0
46195,27.0,Male,Chicago,18.0,87.72,458.0,1.0
67291,20.0,Male,Miami,2.0,80.19,404.0,1.0
73651,63.0,Male,Houston,7.0,46.37,124.0,0.0
66094,64.0,Male,Houston,20.0,90.48,94.0,0.0
26216,51.0,Male,Chicago,6.0,52.58,160.0,0.0
41367,60.0,Male,Miami,3.0,98.93,64.0,1.0
50437,32.0,Male,Chicago,17.0,34.91,210.0,1.0
14948,33.0,Female,New York,17.0,36.21,464.0,1.0
14661,33.0,Male,Chicago,22.0,30.11,150.0,1.0
10800,40.0,Female,Los Angeles,20.0,81.29,176.0,1.0
48835,30.0,Male,New York,10.0,44.23,258.0,0.0
63792,39.0,Male,Miami,2.0,97.53,321.0,1.0
22492,30.0,Male,New York,6.0,83.32,256.0,1.0
81386,69.0,Male,Houston,22.0,75.95,474.0,1.0
97317,68.0,Male,Miami,12.0,39.98,258.0,0.0
97870,57.0,Male,Houston,23.0,63.85,257.0,1.0
14010,46.0,Male,Los Angeles,5.0,48.85,452.0,0.0
81278,59.0,Female,Chicago,2.0,49.33,295.0,1.0
95837,43.0,Female,Houston,23.0,77.21,420.0,1.0
79908,68.0,Female,Chicago,10.0,64.41,261.0,0.0
97593,33.0,Male,Houston,4.0,39.16,189.0,1.0
66021,58.0,Female,Miami,7.0,69.58,300.0,0.0
59183,60.0,Female,Los Angeles,4.0,94.46,439.0,0.0
19195,37.0,Female,Houston,9.0,36.76,355.0,1.0
93763,68.0,Male,Houston,16.0,53.46,318.0,0.0
90985,61.0,Male,New York,8.0,81.86,454.0,0.0
17447,51.0,Male,Houston,3.0,30.28,449.0,1.0
99921,50.0,Female,Los Angeles,22.0,42.0,198.0,1.0
70672,65.0,Female,Houston,1.0,82.59,297.0,0.0
41734,56.0,Female,New York,14.0,82.07,464.0,1.0
34274,19.0,Male,New York,7.0,73.55,192.0,0.0
45185,20.0,Female,New York,20.0,57.0,112.0,0.0
39547,33.0,Male,Miami,24.0,68.6,415.0,0.0
84523,52.0,Female,Miami,6.0,91.37,464.0,0.0
24199,30.0,Male,New York,23.0,37.69,251.0,0.0
86471,41.0,Female,Houston,17.0,94.6,245.0,1.0
2211,25.0,Female,Houston,10.0,78.94,161.0,1.0
38388,61.0,Female,Miami,22.0,64.87,275.0,0.0
17973,57.0,Female,Los Angeles,18.0,81.56,284.0,0.0
18201,22.0,Female,Houston,23.0,42.89,215.0,0.0
85580,26.0,Female,Houston,5.0,88.44,388.0,0.0
48867,35.0,Male,Los Angeles,14.0,79.56,86.0,0.0
27432,47.0,Female,New York,16.0,52.49,279.0,1.0
46336,28.0,Male,Los Angeles,10.0,70.64,275.0,1.0
66916,46.0,Male,Houston,9.0,56.46,438.0,0.0
92690,60.0,Female,Miami,17.0,47.29,428.0,1.0
54557,42.0,Male,Chicago,14.0,74.45,401.0,1.0
59434,18.0,Male,Miami,11.0,37.66,125.0,1.0
39287,69.0,Female,Houston,5.0,81.61,123.0,0.0
45941,61.0,Female,Chicago,4.0,99.37,233.0,0.0
24055,35.0,Male,New York,18.0,78.24,314.0,0.0
51190,70.0,Male,Miami,7.0,69.21,277.0,1.0
85119,41.0,Female,Chicago,8.0,42.02,346.0,1.0
32487,70.0,Female,Chicago,5.0,82.59,273.0,0.0
1299,26.0,Male,New York,2.0,92.06,338.0,1.0
90101,33.0,Female,New York,22.0,61.92,291.0,1.0
5725,66.0,Female,New York,9.0,92.74,487.0,0.0
10642,57.0,Male,New York,16.0,90.29,216.0,1.0
22809,60.0,Male,Chicago,3.0,33.89,71.0,0.0
42899,31.0,Female,Houston,20.0,93.53,313.0,1.0
9125,64.0,Male,New York,22.0,42.66,164.0,1.0
41768,68.0,Male,Chicago,4.0,45.58,473.0,0.0
35775,26.0,Male,Chicago,8.0,85.27,483.0,0.0
56506,64.0,Female,Miami,5.0,45.38,356.0,0.0
97284,31.0,Female,Los Angeles,8.0,50.45,78.0,1.0
16319,69.0,Male,Miami,22.0,88.07,198.0,0.0
86663,30.0,Female,Los Angeles,18.0,32.06,110.0,0.0
2218,38.0,Male,Chicago,24.0,30.84,146.0,1.0
53191,62.0,Male,Los Angeles,13.0,55.81,267.0,0.0
26564,62.0,Female,Los Angeles,8.0,62.52,442.0,0.0
17864,44.0,Female,Los Angeles,17.0,53.0,368.0,0.0
1863,52.0,Male,Miami,18.0,93.62,348.0,0.0
40089,65.0,Female,Chicago,20.0,56.31,110.0,0.0
89243,52.0,Male,Miami,6.0,88.35,365.0,1.0
77308,23.0,Female,Miami,23.0,55.8,235.0,0.0
64555,44.0,Female,New York,23.0,48.52,347.0,0.0
24245,63.0,Female,New York,16.0,54.28,343.0,1.0
80078,37.0,Female,Houston,2.0,83.67,237.0,0.0
98023,24.0,Female,Miami,10.0,68.95,206.0,0.0
84206,54.0,Female,Los Angeles,21.0,79.29,133.0,0.0
92561,61.0,Male,Miami,16.0,64.79,170.0,1.0
88021,42.0,Female,Chicago,9.0,40.61,385.0,0.0
76951,41.0,Male,Miami,12.0,79.18,58.0,1.0
15683,26.0,Female,Houston,22.0,57.28,290.0,0.0
32247,41.0,Female,Houston,2.0,56.76,308.0,1.0
7640,26.0,Male,Houston,16.0,58.4,473.0,1.0
88731,35.0,Male,Miami,4.0,97.73,400.0,0.0
90624,37.0,Male,Houston,12.0,38.38,155.0,1.0
90246,61.0,Female,New York,14.0,76.59,139.0,0.0
31099,20.0,Female,Houston,19.0,90.2,252.0,1.0
65060,32.0,Male,Miami,20.0,90.41,181.0,0.0
24973,69.0,Female,Miami,24.0,78.95,404.0,0.0
28268,28.0,Male,New York,23.0,49.97,151.0,0.0
10336,53.0,Female,Chicago,10.0,38.11,178.0,0.0
43898,51.0,Female,Chicago,2.0,69.95,88.0,0.0
17422,21.0,Female,Los Angeles,21.0,74.54,219.0,1.0
82845,44.0,Female,Los Angeles,21.0,80.94,244.0,0.0
65042,48.0,Male,Chicago,12.0,92.47,278.0,0.0
19854,20.0,Female,Miami,9.0,78.85,63.0,0.0
42611,61.0,Male,Chicago,8.0,61.93,390.0,1.0
52387,65.0,Male,Chicago,19.0,36.33,176.0,1.0
26170,69.0,Female,Los Angeles,12.0,45.65,172.0,1.0
89004,41.0,Male,Miami,7.0,71.16,487.0,1.0
73363,51.0,Female,Houston,21.0,59.92,341.0,1.0
44480,59.0,Male,Miami,5.0,45.98,299.0,0.0
44011,23.0,Female,Houston,24.0,77.01,211.0,1.0
25526,68.0,Female,Houston,6.0,96.45,421.0,0.0
42071,36.0,Male,Los Angeles,10.0,62.56,73.0,1.0
76427,54.0,Male,New York,1.0,39.25,158.0,0.0
77310,67.0,Male,Chicago,8.0,60.45,85.0,1.0
90988,40.0,Female,Chicago,3.0,52.95,57.0,0.0
12040,32.0,Male,Chicago,17.0,54.89,257.0,0.0
93142,33.0,Female,Houston,9.0,74.48,94.0,1.0
82733,47.0,Female,Miami,7.0,50.38,307.0,1.0
44068,45.0,Female,Chicago,5.0,61.93,457.0,1.0
93703,61.0,Female,Chicago,11.0,58.71,471.0,0.0
68577,65.0,Male,Miami,20.0,81.4,150.0,0.0
2285,19.0,Male,Miami,13.0,85.34,465.0,0.0
34134,46.0,Female,Miami,13.0,76.28,223.0,0.0
37160,61.0,Female,Chicago,21.0,67.15,115.0,0.0
65736,54.0,Male,Chicago,17.0,86.54,268.0,0.0
37239,38.0,Female,Houston,4.0,53.18,302.0,0.0
63587,19.0,Female,Miami,4.0,71.88,391.0,0.0
6830,27.0,Male,Los Angeles,14.0,45.7,159.0,0.0
14028,50.0,Female,New York,3.0,93.62,421.0,0.0
8839,46.0,Female,Houston,1.0,49.95,59.0,0.0
94317,67.0,Male,New York,20.0,82.73,377.0,1.0
55918,27.0,Male,New York,6.0,46.58,126.0,0.0
95786,65.0,Female,Chicago,20.0,47.01,63.0,0.0
43493,48.0,Female,Los Angeles,3.0,86.17,75.0,1.0
33398,63.0,Male,Los Angeles,16.0,88.48,271.0,0.0
53115,67.0,Male,New York,22.0,58.94,141.0,0.0
94365,58.0,Female,Houston,15.0,46.98,473.0,1.0
23670,62.0,Male,Miami,10.0,42.26,260.0,0.0
39898,68.0,Male,Miami,15.0,77.65,485.0,1.0
55454,24.0,Female,New York,19.0,33.87,242.0,0.0
74781,20.0,Female,Los Angeles,20.0,30.8,251.0,0.0
27511,58.0,Female,New York,8.0,73.42,469.0,0.0
84020,56.0,Female,Chicago,22.0,45.82,294.0,1.0
3432,25.0,Male,Houston,2.0,52.62,269.0,0.0
24790,62.0,Male,New York,23.0,31.52,209.0,1.0
53663,33.0,Female,Miami,19.0,51.8,393.0,0.0
2377,45.0,Male,Houston,9.0,84.68,150.0,0.0
23849,66.0,Female,Los Angeles,5.0,32.25,276.0,1.0
24411,56.0,Male,Los Angeles,20.0,38.08,352.0,1.0
84704,18.0,Male,Los Angeles,5.0,80.91,261.0,0.0
19186,54.0,Female,Chicago,16.0,88.71,483.0,1.0
87681,37.0,Male,Los Angeles,24.0,47.37,374.0,0.0
64511,46.0,Female,Miami,23.0,36.98,157.0,1.0
71696,56.0,Female,Los Angeles,5.0,31.99,466.0,1.0
21205,26.0,Female,Miami,9.0,47.42,380.0,0.0
28452,34.0,Male,Houston,16.0,54.06,171.0,0.0
44611,21.0,Female,Houston,11.0,72.83,229.0,1.0
34838,35.0,Male,Houston,11.0,78.82,438.0,1.0
36682,40.0,Male,Los Angeles,16.0,95.5,334.0,1.0
18905,60.0,Female,Houston,24.0,51.48,281.0,1.0
54554,35.0,Male,Chicago,9.0,60.34,452.0,1.0
